Tiêu đề,Nguyên liệu,Sơ chế,Thực hiện,Cách dùng,Mách nhỏ,Thực đơn,Lời khuyên,Tên món ăn,Carbohydrate,Calories,Protein,Sugar,Fiber dietary,Vitamin C,Vitamin D,Vitamin B12,Calcium,Iron,Cholesterol,Phosphorous,Folic acid,Saturated fat,Potassium,Sodium,Tiêu đề_lower,Nguyên liệu_lower,Sơ chế_lower,Thực hiện_lower,Cách dùng_lower,Mách nhỏ_lower,Thực đơn_lower,Tên món ăn_lower
Rau củ kho mayonnaise,"Thịt nạc dăm: 150g, Su su: 150g, Củ sắn: 150g, Cà rốt nhỏ: 1 củ, Ớt hiểm đập dập: 1 trái, Nước dừa tươi: 1 chén, Hành tỏi băm: 2M, Muối, đường, tiêu, dầu điều, dầu ăn, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Thịt nạc dăm: 150g, Su su: 150g, Củ sắn: 150g, Cà rốt nhỏ: 1 củ, Ớt hiểm đập dập: 1 trái, Nước dừa tươi: 1 chén, Hành tỏi băm: 2M, Muối, đường, tiêu, dầu điều, dầu ăn, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,,"Ướp rau củ trước khi kho giúp rau củ thấm gia vị, vừa ăn hơn.Giảm lửa rồi thêm xốt Mayonnaise Aji-Mayo® vào kho vài phút giúp mayonnaise bám đều nguyên liệu.",,,Rau củ kho mayonnaise,,,,,,,,,,,,,,,,,rau củ kho mayonnaise,"thịt nạc dăm: 150g, su su: 150g, củ sắn: 150g, cà rốt nhỏ: 1 củ, ớt hiểm đập dập: 1 trái, nước dừa tươi: 1 chén, hành tỏi băm: 2m, muối, đường, tiêu, dầu điều, dầu ăn, hạt nêm aji-ngon® heo, xốt mayonnaise aji-mayo® vị nguyên bản, thịt nạc dăm: 150g, su su: 150g, củ sắn: 150g, cà rốt nhỏ: 1 củ, ớt hiểm đập dập: 1 trái, nước dừa tươi: 1 chén, hành tỏi băm: 2m, muối, đường, tiêu, dầu điều, dầu ăn, hạt nêm aji-ngon® heo, xốt mayonnaise aji-mayo® vị nguyên bản",nan,nan,nan,"ướp rau củ trước khi kho giúp rau củ thấm gia vị, vừa ăn hơn.giảm lửa rồi thêm xốt mayonnaise aji-mayo® vào kho vài phút giúp mayonnaise bám đều nguyên liệu.",nan,rau củ kho mayonnaise
Cá chim nướng ớt xiêm,"Cá chim trắng:	500g, Ớt vảy khô:	1m, Hành tím băm: 1M, Ớt xiêm:	5 trái, Ngò gai:	2 lá, Hành lá:	2 cây, Lá chuối hoặc giấy bạc, ĂN KÈM: Bột canh, 2 trái tắc (1 trái cắt đôi, 1 trái cắt lát mỏng ), Gia vị: Tiêu, dầu ăn, Bột ngọt AJI-NO-MOTO®, Bột canh, Cá chim trắng:	500g, Ớt vảy khô:	1m, Hành tím băm: 1M, Ớt xiêm:	5 trái, Ngò gai:	2 lá, Hành lá:	2 cây, Lá chuối hoặc giấy bạc, ĂN KÈM: Bột canh, 2 trái tắc (1 trái cắt đôi, 1 trái cắt lát mỏng ), Gia vị: Tiêu, dầu ăn, Bột ngọt AJI-NO-MOTO®, Bột canh",,,Món ăn ngon đi kèm:Canh gà lá é,"Lấy hành lá, tắc bỏ vào bụng cá khi nướng để cá thơm ngon và được khử tanh.Lót lá cuối để giữ nước và vị ngọt thịt cá.",,,Cá chim nướng ớt xiêm,0.75,162.5,20.0,0.25,0.25,5.0,0.5,0.75,20.0,0.5,37.5,175.0,3.75,1.25,200.0,200.0,cá chim nướng ớt xiêm,"cá chim trắng:	500g, ớt vảy khô:	1m, hành tím băm: 1m, ớt xiêm:	5 trái, ngò gai:	2 lá, hành lá:	2 cây, lá chuối hoặc giấy bạc, ăn kèm: bột canh, 2 trái tắc (1 trái cắt đôi, 1 trái cắt lát mỏng ), gia vị: tiêu, dầu ăn, bột ngọt aji-no-moto®, bột canh, cá chim trắng:	500g, ớt vảy khô:	1m, hành tím băm: 1m, ớt xiêm:	5 trái, ngò gai:	2 lá, hành lá:	2 cây, lá chuối hoặc giấy bạc, ăn kèm: bột canh, 2 trái tắc (1 trái cắt đôi, 1 trái cắt lát mỏng ), gia vị: tiêu, dầu ăn, bột ngọt aji-no-moto®, bột canh",nan,nan,món ăn ngon đi kèm:canh gà lá é,"lấy hành lá, tắc bỏ vào bụng cá khi nướng để cá thơm ngon và được khử tanh.lót lá cuối để giữ nước và vị ngọt thịt cá.",nan,cá chim nướng ớt xiêm
Đùi ếch xé phay,"Đùi ếch to   300g, Thịt ba rọi   100g, Hành tây     1/2 củ, Ớt sừng cắt sợi   2 trái, Bắp chuối bào  100g, Khế chua  2 trái, Chuối chát    2 trái, Ớt hiểm băm, tỏi băm, sả băm, Dưa kiệu cắt sợi, lá chanh băm, Hành tím phi, mè trắng rang, Muối, đường, bột nghệ, nước mắm, dầu điều, Hạt nêm Aji-ngon® Heo, Giấm gạo lên men ""Ajinomoto"", Đùi ếch to   300g, Thịt ba rọi   100g, Hành tây     1/2 củ, Ớt sừng cắt sợi   2 trái, Bắp chuối bào  100g, Khế chua  2 trái, Chuối chát    2 trái, Ớt hiểm băm, tỏi băm, sả băm, Dưa kiệu cắt sợi, lá chanh băm, Hành tím phi, mè trắng rang, Muối, đường, bột nghệ, nước mắm, dầu điều, Hạt nêm Aji-ngon® Heo, Giấm gạo lên men ""Ajinomoto""",,,,Nướng đùi ếch vừa chín để thịt không bị khô.,,,Đùi ếch xé phay,6.25,137.5,12.5,2.5,1.25,7.5,0.0,0.25,12.5,0.75,37.5,75.0,5.0,3.75,100.0,200.0,đùi ếch xé phay,"đùi ếch to   300g, thịt ba rọi   100g, hành tây     1/2 củ, ớt sừng cắt sợi   2 trái, bắp chuối bào  100g, khế chua  2 trái, chuối chát    2 trái, ớt hiểm băm, tỏi băm, sả băm, dưa kiệu cắt sợi, lá chanh băm, hành tím phi, mè trắng rang, muối, đường, bột nghệ, nước mắm, dầu điều, hạt nêm aji-ngon® heo, giấm gạo lên men ""ajinomoto"", đùi ếch to   300g, thịt ba rọi   100g, hành tây     1/2 củ, ớt sừng cắt sợi   2 trái, bắp chuối bào  100g, khế chua  2 trái, chuối chát    2 trái, ớt hiểm băm, tỏi băm, sả băm, dưa kiệu cắt sợi, lá chanh băm, hành tím phi, mè trắng rang, muối, đường, bột nghệ, nước mắm, dầu điều, hạt nêm aji-ngon® heo, giấm gạo lên men ""ajinomoto""",nan,nan,nan,nướng đùi ếch vừa chín để thịt không bị khô.,nan,đùi ếch xé phay
Tôm chiên giòn xốt trứng muối,"Tôm bạc thẻ: 300g, Xà lách xoong: 40g, Củ hành tây: 1/2 củ, Cà chua bi: 30g, Hành tím bào mỏng: 1m, Hành lá cắt nhuyễn: 1M, Lòng đỏ trứng muối tán nhuyễn: 3 lòng đỏ, ĂN KÈM:	Xà lách xoong, cà chua, dưa leo, muối tiêu chanh, Gia vị: 	Dầu tỏi phi, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Giấm gạo lên men ""Ajinomoto"", Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, Tôm bạc thẻ: 300g, Xà lách xoong: 40g, Củ hành tây: 1/2 củ, Cà chua bi: 30g, Hành tím bào mỏng: 1m, Hành lá cắt nhuyễn: 1M, Lòng đỏ trứng muối tán nhuyễn: 3 lòng đỏ, ĂN KÈM:	Xà lách xoong, cà chua, dưa leo, muối tiêu chanh, Gia vị: 	Dầu tỏi phi, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Giấm gạo lên men ""Ajinomoto"", Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn",,,"Cho xà lách xoong, cà chua bi & hành ra đĩa. Xếp tôm vào đĩa. Khi ăn chấm kèm xốt: 2M xốt mayonnaise ajimayo, ít tiêu, muối, 1 lòng đỏ trứng muối tán nhyễn, 1m giấm gạo. Món ăn ngon đi kèm:Mì ý xốt nấm","Nên chọn tôm bạc thẻ vì tôm bạc thẻ có vỏ mỏng, sẽ ngon và thấm gia vị hơn.Xào xốt trứng muối với nhiều dầu để xốt nổi bông đẹp hơn.Lăn tôm qua bột tẩm khô chiên giòn giúp giữ được vị ngọt của tôm.",,,Tôm chiên giòn xốt trứng muối,3.75,112.5,10.0,2.0,0.75,3.75,0.0,0.25,20.0,0.625,62.5,75.0,7.5,2.0,100.0,175.0,tôm chiên giòn xốt trứng muối,"tôm bạc thẻ: 300g, xà lách xoong: 40g, củ hành tây: 1/2 củ, cà chua bi: 30g, hành tím bào mỏng: 1m, hành lá cắt nhuyễn: 1m, lòng đỏ trứng muối tán nhuyễn: 3 lòng đỏ, ăn kèm:	xà lách xoong, cà chua, dưa leo, muối tiêu chanh, gia vị: 	dầu tỏi phi, xốt mayonnaise aji-mayo® vị nguyên bản, giấm gạo lên men ""ajinomoto"", gia vị nêm sẵn aji-quick® bột tẩm khô chiên giòn, tôm bạc thẻ: 300g, xà lách xoong: 40g, củ hành tây: 1/2 củ, cà chua bi: 30g, hành tím bào mỏng: 1m, hành lá cắt nhuyễn: 1m, lòng đỏ trứng muối tán nhuyễn: 3 lòng đỏ, ăn kèm:	xà lách xoong, cà chua, dưa leo, muối tiêu chanh, gia vị: 	dầu tỏi phi, xốt mayonnaise aji-mayo® vị nguyên bản, giấm gạo lên men ""ajinomoto"", gia vị nêm sẵn aji-quick® bột tẩm khô chiên giòn",nan,nan,"cho xà lách xoong, cà chua bi & hành ra đĩa. xếp tôm vào đĩa. khi ăn chấm kèm xốt: 2m xốt mayonnaise ajimayo, ít tiêu, muối, 1 lòng đỏ trứng muối tán nhyễn, 1m giấm gạo. món ăn ngon đi kèm:mì ý xốt nấm","nên chọn tôm bạc thẻ vì tôm bạc thẻ có vỏ mỏng, sẽ ngon và thấm gia vị hơn.xào xốt trứng muối với nhiều dầu để xốt nổi bông đẹp hơn.lăn tôm qua bột tẩm khô chiên giòn giúp giữ được vị ngọt của tôm.",nan,tôm chiên giòn xốt trứng muối
Măng trộn tôm thịt,"Măng tươi luộc 300g., Tôm đất 100g., Thịt ba rọi 100g., Bánh tráng mè chiên., Mè rang, đậu phộng rang., Hành tây		 1/2 củ, Hành tím		 3 củ, Tỏi băm, Ớt băm, RAU NÊM:	rau răm, ớt sừng, Gia vị: 	Đường, muối, tiêu, nước mắm, Hạt nêm Aji-ngon® Heo, Giấm gạo lên men ""Ajinomoto"", Măng tươi luộc 300g., Tôm đất 100g., Thịt ba rọi 100g., Bánh tráng mè chiên., Mè rang, đậu phộng rang., Hành tây		 1/2 củ, Hành tím		 3 củ, Tỏi băm, Ớt băm, RAU NÊM:	rau răm, ớt sừng, Gia vị: 	Đường, muối, tiêu, nước mắm, Hạt nêm Aji-ngon® Heo, Giấm gạo lên men ""Ajinomoto""",,,,"Lựa loại măng mạnh tông, là loại măng có bản to, màu vàng nhạtLuộc tôm trong nước sôi, sau vớt ra để trong nước lạnh sẽ giữ cho tôm săn chắc và ngọt thịt hơn.Luộc thịt từ nước lạnh cùng với chút hạt nêm Aji-Ngon cúng hành tím đập dập. Khi thịt chín, vớt ra cho vào nước lạnh, thịt sẽ trắng và giòn.Món ăn đi kèm:Chả giò cá chẽm",,,Măng trộn tôm thịt,11.25,137.5,8.75,2.0,2.0,3.75,0.0,0.25,20.0,0.75,37.5,75.0,7.5,2.0,150.0,200.0,măng trộn tôm thịt,"măng tươi luộc 300g., tôm đất 100g., thịt ba rọi 100g., bánh tráng mè chiên., mè rang, đậu phộng rang., hành tây		 1/2 củ, hành tím		 3 củ, tỏi băm, ớt băm, rau nêm:	rau răm, ớt sừng, gia vị: 	đường, muối, tiêu, nước mắm, hạt nêm aji-ngon® heo, giấm gạo lên men ""ajinomoto"", măng tươi luộc 300g., tôm đất 100g., thịt ba rọi 100g., bánh tráng mè chiên., mè rang, đậu phộng rang., hành tây		 1/2 củ, hành tím		 3 củ, tỏi băm, ớt băm, rau nêm:	rau răm, ớt sừng, gia vị: 	đường, muối, tiêu, nước mắm, hạt nêm aji-ngon® heo, giấm gạo lên men ""ajinomoto""",nan,nan,nan,"lựa loại măng mạnh tông, là loại măng có bản to, màu vàng nhạtluộc tôm trong nước sôi, sau vớt ra để trong nước lạnh sẽ giữ cho tôm săn chắc và ngọt thịt hơn.luộc thịt từ nước lạnh cùng với chút hạt nêm aji-ngon cúng hành tím đập dập. khi thịt chín, vớt ra cho vào nước lạnh, thịt sẽ trắng và giòn.món ăn đi kèm:chả giò cá chẽm",nan,măng trộn tôm thịt
Cơm tôm bí đỏ,"Bí đỏ: 100g, Tôm sú: 200g, Đậu cô ve Nhật: 100g, Cơm nguội: 2 chén, Hành lá: 2 cây, Ngò rí: 2 cây, Ớt hiểm: 3 lát, Tiêu, tỏi băm, dầu ăn, Nước tương LISA, Hạt nêm Aji-ngon® Heo, Bí đỏ: 100g, Tôm sú: 200g, Đậu cô ve Nhật: 100g, Cơm nguội: 2 chén, Hành lá: 2 cây, Ngò rí: 2 cây, Ớt hiểm: 3 lát, Tiêu, tỏi băm, dầu ăn, Nước tương LISA, Hạt nêm Aji-ngon® Heo",,,,Bào bí đỏ thật nhuyễn giúp bí mau chín.Khi nấu cơm để chiên thì nấu cơm phải khô hoặc dùng cơm nguội.Sử dụng hạt nêm Aji-ngon® trộn đều khi chiên giúp cơm thấm đều gia vị.Chiên cơm bằng lửa lớn và nhanh tay để bí không làm cơm bị nhão.,,,,,,,,,,,,,,,,,,,,cơm tôm bí đỏ,"bí đỏ: 100g, tôm sú: 200g, đậu cô ve nhật: 100g, cơm nguội: 2 chén, hành lá: 2 cây, ngò rí: 2 cây, ớt hiểm: 3 lát, tiêu, tỏi băm, dầu ăn, nước tương lisa, hạt nêm aji-ngon® heo, bí đỏ: 100g, tôm sú: 200g, đậu cô ve nhật: 100g, cơm nguội: 2 chén, hành lá: 2 cây, ngò rí: 2 cây, ớt hiểm: 3 lát, tiêu, tỏi băm, dầu ăn, nước tương lisa, hạt nêm aji-ngon® heo",nan,nan,nan,bào bí đỏ thật nhuyễn giúp bí mau chín.khi nấu cơm để chiên thì nấu cơm phải khô hoặc dùng cơm nguội.sử dụng hạt nêm aji-ngon® trộn đều khi chiên giúp cơm thấm đều gia vị.chiên cơm bằng lửa lớn và nhanh tay để bí không làm cơm bị nhão.,nan,nan
Gỏi rau má,"Rau má non: 100g, Tôm sú: 100g, Thịt ba chỉ: 100g, Hành tây: 30g, Ớt sừng: 1 trái, Rau răm, hành phi, mè trắng rang, Tỏi băm, ớt băm, nước mắm, đường, Bánh phồng tôm chiên, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo, Rau má non: 100g, Tôm sú: 100g, Thịt ba chỉ: 100g, Hành tây: 30g, Ớt sừng: 1 trái, Rau răm, hành phi, mè trắng rang, Tỏi băm, ớt băm, nước mắm, đường, Bánh phồng tôm chiên, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo",,,,"Chọn rau má loại nhỏ, cọng ngắn, có màu xanh nhạt là rau má non.Rau má rửa sạch bỏ vào ngăn mát tủ lạnh sẽ giúp rau giòn.Gỏi rau má dùng mè trắng rang sẽ làm món ăn thơm ngon hơn.",,,,,,,,,,,,,,,,,,,,gỏi rau má,"rau má non: 100g, tôm sú: 100g, thịt ba chỉ: 100g, hành tây: 30g, ớt sừng: 1 trái, rau răm, hành phi, mè trắng rang, tỏi băm, ớt băm, nước mắm, đường, bánh phồng tôm chiên, giấm gạo lên men ""ajinomoto"", hạt nêm aji-ngon® heo, rau má non: 100g, tôm sú: 100g, thịt ba chỉ: 100g, hành tây: 30g, ớt sừng: 1 trái, rau răm, hành phi, mè trắng rang, tỏi băm, ớt băm, nước mắm, đường, bánh phồng tôm chiên, giấm gạo lên men ""ajinomoto"", hạt nêm aji-ngon® heo",nan,nan,nan,"chọn rau má loại nhỏ, cọng ngắn, có màu xanh nhạt là rau má non.rau má rửa sạch bỏ vào ngăn mát tủ lạnh sẽ giúp rau giòn.gỏi rau má dùng mè trắng rang sẽ làm món ăn thơm ngon hơn.",nan,nan
Bạch tuộc nhúng lá me,"Bạch tuộc loại nhỏ: 600g, Lá me non: 150g, Thơm: 1/6 quả, Sả: 3 cây, Hành tím: 3 củ, Tỏi: 3 tép, Lá chanh: 4 lá, Ớt sim xanh: 5 trái., Nước cốt chanh: 2M, RAU NÊM: ngò gai, ớt sừng, ĂN KÈM: rau thơm, bánh tráng, Gia vị: nước mắm truyền thống, đường, dầu ăn, Bột ngọt AJI-NO-MOTO®, Bột canh, Bạch tuộc loại nhỏ: 600g, Lá me non: 150g, Thơm: 1/6 quả, Sả: 3 cây, Hành tím: 3 củ, Tỏi: 3 tép, Lá chanh: 4 lá, Ớt sim xanh: 5 trái., Nước cốt chanh: 2M, RAU NÊM: ngò gai, ớt sừng, ĂN KÈM: rau thơm, bánh tráng, Gia vị: nước mắm truyền thống, đường, dầu ăn, Bột ngọt AJI-NO-MOTO®, Bột canh",,,,Xào kỹ sả và thơm để tăng mùi thơm cho món ăn.,,,Bạch tuộc nhúng lá me,6.25,112.5,15.0,3.75,1.25,12.5,0.0,0.375,20.0,1.25,50.0,100.0,7.5,0.5,150.0,200.0,bạch tuộc nhúng lá me,"bạch tuộc loại nhỏ: 600g, lá me non: 150g, thơm: 1/6 quả, sả: 3 cây, hành tím: 3 củ, tỏi: 3 tép, lá chanh: 4 lá, ớt sim xanh: 5 trái., nước cốt chanh: 2m, rau nêm: ngò gai, ớt sừng, ăn kèm: rau thơm, bánh tráng, gia vị: nước mắm truyền thống, đường, dầu ăn, bột ngọt aji-no-moto®, bột canh, bạch tuộc loại nhỏ: 600g, lá me non: 150g, thơm: 1/6 quả, sả: 3 cây, hành tím: 3 củ, tỏi: 3 tép, lá chanh: 4 lá, ớt sim xanh: 5 trái., nước cốt chanh: 2m, rau nêm: ngò gai, ớt sừng, ăn kèm: rau thơm, bánh tráng, gia vị: nước mắm truyền thống, đường, dầu ăn, bột ngọt aji-no-moto®, bột canh",nan,nan,nan,xào kỹ sả và thơm để tăng mùi thơm cho món ăn.,nan,bạch tuộc nhúng lá me
Cánh gà nướng cay,"Cánh gà:  8 cánh loại nhỏ (tổng khoảng 800g), Sa tế: 2M, Hành tím xay nhuyễn: 2M, Tỏi xay nhuyễn: 1M, Mật ong: 1M, ĂN KÈM:	Đồ chua, kim chi, Gia vị: 	Muối, tiêu, tắc trái, Bột canh, Bột ngọt AJI-NO-MOTO®, Cánh gà:  8 cánh loại nhỏ (tổng khoảng 800g), Sa tế: 2M, Hành tím xay nhuyễn: 2M, Tỏi xay nhuyễn: 1M, Mật ong: 1M, ĂN KÈM:	Đồ chua, kim chi, Gia vị: 	Muối, tiêu, tắc trái, Bột canh, Bột ngọt AJI-NO-MOTO®","Ngâmcánh gàvới 1 lít nước hòa với 1M muối trong 30 phút. Sau đó, rửa sạch, để ráo.",,"Xếp cánh gà ra dĩa, chấm kèm bột canh Ajinomoto và tắc. Món ăn ngon đi kèm:Salad dầu giấm trộn Mayonnaise",Ngâm cánh gà với nước muối để cánh gà sạch và nhanh thấm vị bên trong.Xay nhuyễn hành tỏi để khi nướng không bị cháy so với băm.,,Thực đơn được áp dụng cho người trưởng thành có luyện tập thể dục thể thao mức độ từ trung bình đến nặng; trẻ đang giai đoạn tăng trưởng nhanh của quá trình dậy thì.Món ăn được áp dụng trong thực đơn đính kèm và duy trì tập luyện thể dục thể thao hàng ngày mới đạt được hiệu quả xây dựng khối cơ xương như mong muốn.Tổng lượng đạm trong khẩu phần này khá cao. Vì vậy nên uống đủ lượng nước 40ml/kg/ngày để tránh táo bón và giúp thải các chất chuyển hóa giàu ni tơ dễ dàng hơn.,Cánh gà nướng cay,6.25,450.0,30.0,3.75,0.5,1.25,0.2,0.375,20.0,1.5,200.0,200.0,5.0,6.25,150.0,375.0,cánh gà nướng cay,"cánh gà:  8 cánh loại nhỏ (tổng khoảng 800g), sa tế: 2m, hành tím xay nhuyễn: 2m, tỏi xay nhuyễn: 1m, mật ong: 1m, ăn kèm:	đồ chua, kim chi, gia vị: 	muối, tiêu, tắc trái, bột canh, bột ngọt aji-no-moto®, cánh gà:  8 cánh loại nhỏ (tổng khoảng 800g), sa tế: 2m, hành tím xay nhuyễn: 2m, tỏi xay nhuyễn: 1m, mật ong: 1m, ăn kèm:	đồ chua, kim chi, gia vị: 	muối, tiêu, tắc trái, bột canh, bột ngọt aji-no-moto®","ngâmcánh gàvới 1 lít nước hòa với 1m muối trong 30 phút. sau đó, rửa sạch, để ráo.",nan,"xếp cánh gà ra dĩa, chấm kèm bột canh ajinomoto và tắc. món ăn ngon đi kèm:salad dầu giấm trộn mayonnaise",ngâm cánh gà với nước muối để cánh gà sạch và nhanh thấm vị bên trong.xay nhuyễn hành tỏi để khi nướng không bị cháy so với băm.,nan,cánh gà nướng cay
Sườn hầm tỏi,"Sườn non 400g., Tỏi 60g., Củ cải trắng 1/2 củ., Tiêu sọ, tai vị, kỉ tử, muối, đường, Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ"", Sườn non 400g., Tỏi 60g., Củ cải trắng 1/2 củ., Tiêu sọ, tai vị, kỉ tử, muối, đường, Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ""",,,,Không nên rang tỏi cháy quá sẽ làm món canh bị đắng.,,,Sườn hầm tỏi,,,,,,,,,,,,,,,,,sườn hầm tỏi,"sườn non 400g., tỏi 60g., củ cải trắng 1/2 củ., tiêu sọ, tai vị, kỉ tử, muối, đường, hạt nêm aji-ngon® heo, nước tương ""phú sĩ"", sườn non 400g., tỏi 60g., củ cải trắng 1/2 củ., tiêu sọ, tai vị, kỉ tử, muối, đường, hạt nêm aji-ngon® heo, nước tương ""phú sĩ""",nan,nan,nan,không nên rang tỏi cháy quá sẽ làm món canh bị đắng.,nan,sườn hầm tỏi
Nui nấu bò cay,"Ba chỉ bò (loại lát) nhập		 200g, Nui ống cọng ngắn		 100g, Cà rốt		 1/3 củ, Nấm đông cô tươi		 50g, Cải thảo		 50g, Bông cải xanh		 50g, RAU NÊM: Ngò gai, Gia vị: Dầu ăn, hành tỏi băm, đường, rượu trắng, Gia vị nêm sẵn Aji-Quick® Lẩu Kim Chi, Ba chỉ bò (loại lát) nhập		 200g, Nui ống cọng ngắn		 100g, Cà rốt		 1/3 củ, Nấm đông cô tươi		 50g, Cải thảo		 50g, Bông cải xanh		 50g, RAU NÊM: Ngò gai, Gia vị: Dầu ăn, hành tỏi băm, đường, rượu trắng, Gia vị nêm sẵn Aji-Quick® Lẩu Kim Chi",,,,"Không nấu nui quá lâu nui sẽ bị bở, không ngon.Chọn thịt bò ba chỉ có độ béo và mềm vừa phải, giúp món ăn ngon hơn.Áp chảo bò và nêm 1 ít đường và khử với rượu trắng để tăng độ thơm ngon cho món ăn.",,,Nui nấu bò cay,11.25,162.5,10.0,2.0,1.75,6.25,0.125,0.375,17.5,1.0,25.0,87.5,12.5,3.75,150.0,300.0,nui nấu bò cay,"ba chỉ bò (loại lát) nhập		 200g, nui ống cọng ngắn		 100g, cà rốt		 1/3 củ, nấm đông cô tươi		 50g, cải thảo		 50g, bông cải xanh		 50g, rau nêm: ngò gai, gia vị: dầu ăn, hành tỏi băm, đường, rượu trắng, gia vị nêm sẵn aji-quick® lẩu kim chi, ba chỉ bò (loại lát) nhập		 200g, nui ống cọng ngắn		 100g, cà rốt		 1/3 củ, nấm đông cô tươi		 50g, cải thảo		 50g, bông cải xanh		 50g, rau nêm: ngò gai, gia vị: dầu ăn, hành tỏi băm, đường, rượu trắng, gia vị nêm sẵn aji-quick® lẩu kim chi",nan,nan,nan,"không nấu nui quá lâu nui sẽ bị bở, không ngon.chọn thịt bò ba chỉ có độ béo và mềm vừa phải, giúp món ăn ngon hơn.áp chảo bò và nêm 1 ít đường và khử với rượu trắng để tăng độ thơm ngon cho món ăn.",nan,nui nấu bò cay
