Tiêu đề,Nguyên liệu,Sơ chế,Thực hiện,Cách dùng,Mách nhỏ,Thực đơn,Lời khuyên,Translated_Ingredients
Lẩu cua đồng,"Cua đồng giã nhuyễn: 500g, Gạch cua: 5M, Cà chua: 3 trái, Cà chua băm: 1 trái, Sả: 4 cây, Ớt sừng: 1 trái, Bún: 600g, Đậu hũ chiên: 3 miếng, hành tím băm: 1M, Dầu điều: 2M, ĂN KÈM:	rau mùng tơi, rau nhút, rau muống, bông bí, cần nước, Gia vị: mắm tôm, đường, muối, dầu ăn, nước mắm, Bột ngọt AJI-NO-MOTO®, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo, Cua đồng giã nhuyễn: 500g, Gạch cua: 5M, Cà chua: 3 trái, Cà chua băm: 1 trái, Sả: 4 cây, Ớt sừng: 1 trái, Bún: 600g, Đậu hũ chiên: 3 miếng, hành tím băm: 1M, Dầu điều: 2M, ĂN KÈM:	rau mùng tơi, rau nhút, rau muống, bông bí, cần nước, Gia vị: mắm tôm, đường, muối, dầu ăn, nước mắm, Bột ngọt AJI-NO-MOTO®, Giấm gạo lên men ""Ajinomoto"", Hạt nêm Aji-ngon® Heo",,,"Múc nước dùng ranồi lẩu, cho thịt cua lên trên, khi ăn cho thêm rau và dùng chung với bún, có thể thêm mắm tôm nếu thích.",Chọn mua cả cua đực và cua cái vì cua đực có nhiều thịt và cua cái có nhiều gạch.Gạn nước cua để lấy thịt cua sau đó đổ thêm nước để lọc kỹ.,,,"Crushed crabs: 500g, crab bricks: 5m, tomatoes: 3 fruits, minced tomatoes: 1 fruit, lemongrass: 4 trees, chili horns: 1 fruit, vermicelli: 600g, fried tofu: 3 pieces, minced shallots: 1m, cashew oil: 2m, served: vegetables, vegetables, spinach, pumpkin, water, spice: shrimp sauce, sugar, salt, sauces, sauces, sauces, sauces, sauces ""Ajinomoto"", Aji-ngon® seasoning seeds, crushed crabs: 500g, crab bricks: 5m, tomatoes: 3 fruits, minced tomatoes: 1 fruit, lemongrass: 4 trees, chili horns: 1 fruit, vermicelli: 600g, fried tofu: 3 pieces, minced shallots: 1m, cashew oil: 2m, served with vegetables, vegetables, water, water, sauce, sauce, sauce, sauce, sauce, sauce, sauce, sauce, sauce, sauce, sauce, sauce Aji-no-moto® MSG, fermented rice vinegar ""Ajinomoto"", Aji-ngon® pig seasoning seeds"
Canh chua đầu cá hồi,"Đầu cá hồi: 500g, Măng chua: 200g, Cà chua: 2 trái, Ớt hiểm  đập dập: 2 trái, Tỏi bằm, Nước cốt me: 3M, RAU NÊM: Rau om, ngò gai, Gia vị: Dầu ăn, nước mắm, muối, đường, Bột ngọt AJI-NO-MOTO®, Đầu cá hồi: 500g, Măng chua: 200g, Cà chua: 2 trái, Ớt hiểm  đập dập: 2 trái, Tỏi bằm, Nước cốt me: 3M, RAU NÊM: Rau om, ngò gai, Gia vị: Dầu ăn, nước mắm, muối, đường, Bột ngọt AJI-NO-MOTO®",,"Đun sôi 1,5 lít nước, cho cá và 3M nước me vào, đợi sôi lại, hớt bọt, nấu thêm 3-5p. Nêm 1m muối, 1M đường, 2M nước mắm và 2M bột ngọt AJI-NO-MOTO®, thêm cà chua và thêm măng chua, nếm vị chua ngọt vừa ăn, cuối cùng thêm cà chua băm vào.","Múc canh ra tô, rắc rau om, ngò gai dùng nóng với cơm hoặcbún. Khi ăn chầm cá với nước mắm và ớt cắt lát. Món ăn ngon đi kèm:Sườn non xào chanh sả","Nấu cá sôi 3 – 5 phút để cá ra nước ngọt cho canh.Cá hồi ướp với tỏi phi sẽ giảm mùi tanh và thơm ngon hơn.Chọn đầu cá hồi có màu ánh bạc xanh, mắt cá trong,thịt cácó màu hồng cam là cá tươi.",,,"Salmon head: 500g, sour bamboo shoots: 200g, tomatoes: 2 fruits, crushed chili: 2 fruits, minced garlic, tamarind juice: 3m, seasoning vegetables: braised vegetables, coriander, spices: cooking oil, fish sauce, salt, sugar, monosodium glutamate Aji-no-moto®, salmon head: 500g, sour bamboo shoot Horns, spices: cooking oil, fish sauce, salt, sugar, Aji-no-Moto® MSG"
Canh gân bò cải chua,"Thịt gân bò: 250g, Cải chua cắt sợi nhỏ 3mm: 300g (chọn phần ít lá), Cà chua chín: 2 trái, Ớt hiểm: 3 trái, Tỏi băm: 2M, Ngò gai: 30g, Gừng giã: 1m, Rượu trắng: 1m, Dầu ăn, đường, nước mắm, Trang trí: Ngò gai, ớt cắt lát, Ăn kèm: Cơm trắng, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, Thịt gân bò: 250g, Cải chua cắt sợi nhỏ 3mm: 300g (chọn phần ít lá), Cà chua chín: 2 trái, Ớt hiểm: 3 trái, Tỏi băm: 2M, Ngò gai: 30g, Gừng giã: 1m, Rượu trắng: 1m, Dầu ăn, đường, nước mắm, Trang trí: Ngò gai, ớt cắt lát, Ăn kèm: Cơm trắng, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo",,"Phi tỏi với dầu cho thơm, cho thịt gân bò vào xào thật săn cho tiếp cà chua, ớt hiểm, cải chua vào xào săn cho vào 1,5 lít nước nấu sôi nêm 2M đường, 1/2M bột ngọt AJI-NO-MOTO®, 2M hạt nêm Aji-ngon® nấu cho đến khi thịt gân bò chín mềm tắt lửa nêm vào 2M nước mắm.",Múc canh ra tô cho ngò gai và ớt cắt lát lên trên dùng nóng với cơm trắng.,Rửa gân thịt bò với gừng rượu để gân thịt thơm hơn.Xào phần thịt gân bò thật săn để khi ăn gân bò mềm giòn mà không bị ngán.,,,"Beef ribs: 250g, Sourly cutting cabbage 3mm: 300g (Choose a few leaves), ripe tomatoes: 2 fruits, chili chili: 3 fruits, minced garlic: 2m, cilantro: 30g, ginger pounded: 1m, white wine: 1m, cooking oil, sugar, fish sauce, decorative: thorns, chili sliced, served with white rice, Aji-no-motoom 3mm: 300g (Choose a little leaf), ripe tomatoes: 2 fruits, dangerous chili: 3 fruits, minced garlic: 2m, cilantro: 30g, crushed ginger: 1m, white wine: 1m, cooking oil, sugar, fish sauce, decorative: cilantro, chili sliced, served with white rice, monosodium glutamate Aji-no-moto®, Aji-ngon® pork seed seeds"
Chả giò cá chẽm dưa lưới,"Bánh tráng pía: 8 miếng, Hành tây cắt sợi : 1/2 củ, Cá chẽm phi lê: 200g, Dưa lưới : 50g, Phô mai lát: 4 lát, Cà rốt cắt sợi : 1/3 củ, Hành poa-rô cắt sợi, Tỏi ớt băm, Nước cốt chanh: 2m, Trứng gà: 1 quả, Dầu ăn, tiêu, nước mắm, Xốt Mayonnaise Aji-mayo® Vị Ngọt Dịu, Hạt nêm Aji-ngon® Heo, Bánh tráng pía: 8 miếng, Hành tây cắt sợi : 1/2 củ, Cá chẽm phi lê: 200g, Dưa lưới : 50g, Phô mai lát: 4 lát, Cà rốt cắt sợi : 1/3 củ, Hành poa-rô cắt sợi, Tỏi ớt băm, Nước cốt chanh: 2m, Trứng gà: 1 quả, Dầu ăn, tiêu, nước mắm, Xốt Mayonnaise Aji-mayo® Vị Ngọt Dịu, Hạt nêm Aji-ngon® Heo",,,,"Bánh tráng pía dễ bị khô, cứng khi để ngoài không khí, do đó nên dùng tới đâu thì lấy ra tới đó.Dùng trứng để tráng mí bánh để giúp bánh không bị bong ra khi chiên",,,"Pung rice paper: 8 pieces, onions cut fibers: 1/2 tubers, fishbags: 200g, melon: 50g, cheese slices: 4 slices, carrots cut yarn: 1/3 tubers, Poa-rosy onion, minced garlic, lemon juice: 2m, chicken eggs: 1 fruit, oil, pepper, fish sauce, mayonnaise aji-mayo® sweet taste Western cutting: 1/2 tubers, fishbags: 200g, melon: 50g, sliced ​​cheese: 4 slices, carrots cut fibers: 1/3 tubers, Poa-cutting pieces, minced garlic, lemon juice: 2m, chicken eggs: 1 fruit, cooking oil, pepper, fish sauce, mayonnaise aji-mayo® Sweet taste"
Rau củ xào hỷ lạc,"Bông cải xanh: 100g, Bắp non: 50g, Thịt mực chay: 50g, Nấm đông cô: 20g, Cà rốt: 1/2 củ, Nấm mèo ngâm nở: 10g, Hành boaro, ngò rí, Muối, tiêu, đường, Dầu hào chay, dầu ăn, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ"", Bông cải xanh: 100g, Bắp non: 50g, Thịt mực chay: 50g, Nấm đông cô: 20g, Cà rốt: 1/2 củ, Nấm mèo ngâm nở: 10g, Hành boaro, ngò rí, Muối, tiêu, đường, Dầu hào chay, dầu ăn, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ""",,,,Chần các nguyên liệu với nước có pha ít muối giúp nguyên liệu giữ được màu tự nhiên và độ giòn.,,,"Broccoli: 100g, young corn: 50g, vegetarian squid meat: 50g, shiitake mushrooms: 20g, carrots: 1/2 tubers, soaked cat mushrooms: 10g, boaro, coriander, salt, pepper, sugar, vegetarian oyster sauce, cooking oil, MSG AJI-NO-MOTO®, soy sauce ""Fuji"", Broccoli: 100g, young corn: 50g, Vegetarian meat: Soaked: 10g, Boaro, coriander, salt, pepper, sugar, vegetarian oyster sauce, cooking oil, Aji-no-Moto® monosodium glutamate, soy sauce ""Fuji"""
Sườn kho nấm,"Sườn heo : 600g, Nấm rơm : 100g, Nấm đông cô khô : 10 tai, Thơm : 1/4 trái, Nước dừa : 2 chén, Hành tỏi băm, hành lá, ngò rí, ớt hiểm, Muối, tiêu, Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ"", Sườn heo : 600g, Nấm rơm : 100g, Nấm đông cô khô : 10 tai, Thơm : 1/4 trái, Nước dừa : 2 chén, Hành tỏi băm, hành lá, ngò rí, ớt hiểm, Muối, tiêu, Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ""",,,,"Chọn nấm đông cô nhỏ vừa, có độ dày, ít nở, màu nâu sáng.Xào nấm trước khi kho giúp nấm thơm và có vị béo.",,,"Pork ribs: 600g, mushrooms: 100g, dried shiitake mushrooms: 10 ears, fragrant: 1/4 left, coconut water: 2 cups, minced garlic onions, scallions, cilantro, chili, salt, pepper, Aji-ngon® seasoning seeds, soy sauce ""Fuji"", pork ribs: 600g, straw mushroom: 100g, dried shiitake mushroom: 10 ears, fragrant: 1/4, 2 cups, coconut, chopped onion, minc Pepper, Aji-ngon® pepper seeds, soy sauce ""Fuji"""
Tôm chiên xốt kiwi,"Tôm sú: 300g, Kiwi: 1 trái, Tương cà, Dầu ăn, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Tôm sú: 300g, Kiwi: 1 trái, Tương cà, Dầu ăn, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,,"Chọn kiwi trái tròn đều, da ửng vàng, không bị dập.Kết hợp kiwi với xốt Mayonnaise Aji-Mayo®sẽ tạo ra 1 món xốt mới lạ và hấp dẫn.",,,"Tiger shrimp: 300g, kiwi: 1 fruit, ketchup, cooking oil, ready-to-season seasoning aji-quuick® fried flour, mayonnaise aji-mayo® original taste, black tiger shrimp: 300g, kiwi: 1 fruit, ketchup, cooking oil, ready-to-season seasoning ajick® fried dough, mayonnaise aji-ang"
Gà luộc xôi gấc,"Gà ta thả vườn: 1 con, Nếp Bắc: 1kg, Trái gấc chín: 1 quả, Rượu nếp: 10ml, Tỏi: 10g, Hành tím nguyên củ: 1 quả, Gừng lát: 2 lát, Lá chanh: 5 lá, ĂN KÈM:	Bột canh chanh, Gia vị: Dầu ăn, muối, tiêu, đường, Bột canh, Gà ta thả vườn: 1 con, Nếp Bắc: 1kg, Trái gấc chín: 1 quả, Rượu nếp: 10ml, Tỏi: 10g, Hành tím nguyên củ: 1 quả, Gừng lát: 2 lát, Lá chanh: 5 lá, ĂN KÈM:	Bột canh chanh, Gia vị: Dầu ăn, muối, tiêu, đường, Bột canh",,,Bày gà và xôi ra đĩa sau khi cúng chặt gà ra thành miếng vừa ăn. Cho lá chanh cắt nhuyễn lên trên. Chấm chung với bột canh chanh tùy vị. Dùng cùng với xôi gấc,Luộc gà trong nước không sôi đểthịt gàchín thấm vị không khô.Bóp rượu với gấc để giữ được màu đỏ của gấc được tươi hơn.Trộn gấc 2 lần để xôi thấm vị màu gấc hơn.,,,"Chicken Our Garden: 1, Northern sticky rice: 1kg, Gac fruit ripe: 1 fruit, sticky rice: 10ml, garlic: 10g, Purple onion: 1 fruit, ginger slices: 2 slices, lemon leaves: 5 leaves, served with lemon soup, spice: cooking oil, salt, pepper, sugar powder, chicken flour, Garden fry slices: 2 slices, lemon leaves: 5 leaves, served: lemon soup, spice: cooking oil, salt, pepper, sugar, soup powder"
Quýt,,,,,,,,
Bánh cuốn nhân cá hồi,"Bánh ướt tròn, loại lớn: 8 miếng, Cá hồi phi lê: 150g, Nấm mèo: 2 tai, Hành tây: 1/2 củ, Nước dừa tươi: 1 chén, Hành tỏi băm, ớt băm, nước cốt chanh, hành phi, ngò rí, giá, xà lách, rau thơm, tiêu, đường, nước mắm, dầu ăn, Hạt nêm Aji-ngon® Heo, Bánh ướt tròn, loại lớn: 8 miếng, Cá hồi phi lê: 150g, Nấm mèo: 2 tai, Hành tây: 1/2 củ, Nước dừa tươi: 1 chén, Hành tỏi băm, ớt băm, nước cốt chanh, hành phi, ngò rí, giá, xà lách, rau thơm, tiêu, đường, nước mắm, dầu ăn, Hạt nêm Aji-ngon® Heo",,,,Tách cá không quá nát giúp cảm nhận mùi vị cá hồi khi dùng.Cho hành phi vào giai đoạn cuối cùng của quá trình làm nhân giúp nhân giữ được độ giòn và thơm.,,,"Wet cakes, large types: 8 pieces, pearl salmon: 150g, cat mushrooms: 2 ears, onions: 1/2 tubers, fresh coconut water: 1 cup, minced garlic onion, minced chili, lemon juice, onion, coriander, price, salad, herbs, pepper, fish sauce, fish sauce, Aji-ngon® seasoning seed Fresh: 1 cup, minced garlic onion, minced chili, lemon juice, fried onion, cilantro, price, lettuce, herbs, pepper, sugar, fish sauce, cooking oil, Aji-ngon® pork seeds pig"
Sườn non ram mè,"Sườn non  400g, Măng tây  100g, Bắp non  50g, Ớt sừng  1 quả, Nước dừa tươi  1 chén, Hành lá , mè rang giã bể, Nước cốt chanh, nước cốt hành tỏi, Tiêu, đường, nước mắm, dầu mè, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, Sườn non  400g, Măng tây  100g, Bắp non  50g, Ớt sừng  1 quả, Nước dừa tươi  1 chén, Hành lá , mè rang giã bể, Nước cốt chanh, nước cốt hành tỏi, Tiêu, đường, nước mắm, dầu mè, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo",,"Đun nóng dầu ăn, cho sườn non vào xào săn, thêm 1 chén nước dừa tươi vào, đảo liên tục đến khi sườn chín, tiếp tục cho măng tây, bắp non vào, đảo đều đến khi rau vừa chín tới, hành lá và ớt sừng vào, cho 1M mè giã bể ,trộn đều, tắt lửa.","Chosườn non ramra dĩa, rắc ít mè rang lên trên, dùng nóng với cơm trắng.","Chọn phần thịt sườn mềm, sụn non để ram thịt sẽ ngon hơn.Ướp nước cốt chanh giúp món ăn có vị thanh hơn.",,,"Young ribs 400g, asparagus 100g, young corn 50g, 1 fruit chili, 1 cup of coconut water, scallions, roasted sesame pounded tanks, lemon juice, garlic onion juice, pepper, sugar, fish sauce, sesame oil, Aji-no-moto® MSG, Aji-ngon® seasoning seeds, young ribs 400g, asparagus 100g, corn corn, 1 cup Garlic, pepper, sugar, fish sauce, sesame oil, Aji-no-Moto® monosodium glutamate, Aji-ngon® pig seasoning seeds"
Súp tóc tiên bí đao,"Tôm tươi: 200g, Tóc tiên: 3g, Bí đao: 150g, Trứng gà: 1 quả, Ngò rí: 1 ít, Bột năng, tiêu, Hạt nêm Aji-ngon® Heo, Tôm tươi: 200g, Tóc tiên: 3g, Bí đao: 150g, Trứng gà: 1 quả, Ngò rí: 1 ít, Bột năng, tiêu, Hạt nêm Aji-ngon® Heo",,,,Tóc tiên nên ngâm với nước có ít gừng cho thơm.Nên bỏ ruột bí đao để món ăn không bị chua.Nấu súp vừa chín tới để bí đao không bị mềm nhũn.,,,"Fresh shrimp: 200g, Toc Tien: 3g, squash: 150g, chicken eggs: 1 fruit, cilantro: 1 little, tapioca flour, pepper, Aji-ngon® seasoning seeds, fresh shrimp: 200g, Toc Tien: 3g, squash: 150g, chicken eggs: 1 fruit, cilantro: 1 little, flour, pepper, Aji-ngon® pig seed seeds"
Cá hấp củ sen,"Cá diêu hồng: 1 con, Củ sen: 1 củ, Bông cải xanh: 100g, Kỉ tử: 10 hạt, Hành lá cắt khúc: 2 cọng, gừng cắt sợi: 5 lát, Cần tàu: 2 cọng, Ớt sừng: 2 trái, Muối, tiêu, rượu trắng, dầu ăn, Bột ngọt AJI-NO-MOTO®, Cá diêu hồng: 1 con, Củ sen: 1 củ, Bông cải xanh: 100g, Kỉ tử: 10 hạt, Hành lá cắt khúc: 2 cọng, gừng cắt sợi: 5 lát, Cần tàu: 2 cọng, Ớt sừng: 2 trái, Muối, tiêu, rượu trắng, dầu ăn, Bột ngọt AJI-NO-MOTO®",,,,"Rượu, tiêu và hành gừng khi ướp cá sẽ giúp cá không bị tanh và giữ được mùi vị tự nhiên.Các loại rau gia vị như ớt, gừng, cần cho vào sau để chín cùng với cá nhưng vẫn giữ được hương vị màu sắc tự nhiên.",,,"Red tilapia: 1, lotus root: 1 tubers, broccoli: 100g, goji berries: 10 seeds, scallions cut: 2 stalks, ginger cut fibers: 5 slices, rods: 2 stalks, chili horns: 2 fruits, salt, pepper, white wine, cooking oil, Aji-no-moto® MSG, Red pink fish: 1, lotus root: 1 tubers, green broccoli Ship: 2 stalks, horn chili: 2 fruits, salt, pepper, white wine, cooking oil, Aji-no-moto® monosodium glutamate"
Phèo nướng lá hẹ,"Phèo làm sạch    300g, Hẹ sẻ     50g, Nước nghệ tươi    ½ chén súp, Cà chua bi    8 quả, Cà tím     1 quả nhỏ, Đậu bắp    6 trái, Nước soda    1 lon, Ớt xanh, ngò gai, gừng, chanh, Muối hột, tiêu, đường, Dầu ăn, rượu trắng, nước mắm, Bột ngọt AJI-NO-MOTO®, Phèo làm sạch    300g, Hẹ sẻ     50g, Nước nghệ tươi    ½ chén súp, Cà chua bi    8 quả, Cà tím     1 quả nhỏ, Đậu bắp    6 trái, Nước soda    1 lon, Ớt xanh, ngò gai, gừng, chanh, Muối hột, tiêu, đường, Dầu ăn, rượu trắng, nước mắm, Bột ngọt AJI-NO-MOTO®","– Phèo rửa sạch với rượu và gừng giã nhỏ, ngâm xâm xấp với nước soda 30 phút, lấy ra để ráo, cắt khúc 5cm.– Cà tím, đậu bắp cắt khúc 3cm, ngò gai cắt nhỏ.– Cắt nhỏ hẹ sẻ để làm dầu hẹ. Uớp 2M hẹ cắt nhỏ với phèo cùng với nước nghệ, 1M nước mắm, 1m đường, 1m bột ngọt AJI-NO-MOTO®, 1/2m muối, 1/2m tiêu. Ướp 10-15 phút. Xiên phèo với rau quả. Cho vào lònướng250oC đến khi chín. Trong lúc nướng thỉnh thoảng phết dầu hẹ lên.","– Muối ớt xanh: giã nhuyễn 4 quả ớt xanh, 4 cọng ngò gai, 1M muối, 1m bột ngọt AJI-NO-MOTO®, khi dùng vắt thêm nước cốt chanh tùy khẩu vị.","– Dùng nóng, chấm vớimuối ớt xanh.",–  Ngâm phèo với soda giúp phèo mềm hơn.–  Phết dầu hẹ trong lúc nướng giúp món ăn ngon hơn và không bị khô.,,,"Pheo cleans 300g, chives 50g, fresh turmeric juice ½ cup soup, tomato balls 8 fruits, eggplant 1 small fruit, 6 fruit okra, soda 1 can, green peppers, coriander, ginger, lemon, salt, pepper, sugar, cooking oil, white wine, fish sauce, MSG AJI-NO-MOTO®, cleansing 300g, chives, fresh tomato juice, small tomato soup, small tomato bean fruit, soda water 1 can, green peppers, coriander, ginger, lemon, salt, pepper, sugar, cooking oil, white wine, fish sauce, monosodium glutamate Aji-no-moto®"
Canh riêu cá chép,"Cá chép: 1 con (khoảng 600gr), Cà chua: 200g, Cơm mẻ: 50g, Bún: 500g, Thì là, hành lá, ớt, Muối, nước mắm, dầu ăn, Rau ghém ăn kèm: rau muống chẻ, kinh giới, ngò, cây chuối bào,.., Bột ngọt AJI-NO-MOTO®, Cá chép: 1 con (khoảng 600gr), Cà chua: 200g, Cơm mẻ: 50g, Bún: 500g, Thì là, hành lá, ớt, Muối, nước mắm, dầu ăn, Rau ghém ăn kèm: rau muống chẻ, kinh giới, ngò, cây chuối bào,.., Bột ngọt AJI-NO-MOTO®",,,,Nhét thì là vô bụng cá để thịt cá thơm hơn và không bị bể bụng.,,,"Carp: 1 fish (about 600gr), tomatoes: 200g, rice batch: 50g, vermicelli: 500g, dill, scallions, chili, salt, fish sauce, cooking oil, vegetables and vegetables: Split spinach, marjoram, coriander, banana tree, etc., MSG AJI-NO-MOTO®, Carp: 1 (about 600gr) Fish sauce, cooking oil, vegetables served: split spinach, marjoram, coriander, banana tree, .., Aji-no-moto® monosodium glutamate"
